t_s,frame,tag_detected,state,pan_deg,tilt_deg,eu_px,ev_px,eu_s_px,ev_s_px,err_px,dpan,dtilt,steer_ff,in_deadband,clamped_pan,clamped_tilt,servo_sent,tag_conf,lost_t
114.513,2470,0,tag_lost_countdown,-90.0,-0.56,,,,,,,,,,,,,,0.09
114.558,2471,1,ibvs_active,-88.21,-0.62,42.7,0.1,35.9,1.2,42.7,1.794,-0.059,0.0,0,0,0,1,32.1,
114.608,2472,1,ibvs_active,-86.21,-0.63,41.6,-0.2,40.4,0.1,41.6,2.0,-0.004,0.0,0,0,0,1,32.8,
114.655,2473,1,ibvs_active,-84.21,-0.62,41.8,-0.1,41.6,-0.0,41.8,2.0,0.001,0.0,0,0,0,1,31.9,
114.702,2474,0,tag_lost_countdown,-84.21,-0.62,,,,,,,,,,,,,,0.0
114.748,2475,1,ibvs_active,-83.74,-0.62,14.0,-0.1,19.5,-0.1,14.0,0.465,0.001,0.0,0,0,0,1,24.0,
114.797,2476,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.0
114.842,2477,1,deadband,-83.74,-0.62,-7.4,0.7,-2.0,0.5,7.5,0.0,0.0,0.0,1,0,0,0,30.7,
114.898,2478,1,deadband,-83.74,-0.62,-7.4,0.7,-6.3,0.7,7.4,0.0,0.0,0.0,1,0,0,0,31.2,
114.943,2479,1,deadband,-83.74,-0.62,-7.4,0.7,-7.2,0.7,7.4,0.0,0.0,0.0,1,0,0,0,30.4,
114.995,2480,1,deadband,-83.74,-0.62,-7.4,0.7,-7.3,0.7,7.4,0.0,0.0,0.0,1,0,0,0,30.4,
115.041,2481,1,deadband,-83.74,-0.62,-7.4,0.7,-7.4,0.7,7.4,0.0,0.0,0.0,1,0,0,0,30.3,
115.089,2482,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.0
115.131,2483,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.05
115.180,2484,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.09
115.222,2485,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.14
115.269,2486,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.18
115.312,2487,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.23
115.366,2488,0,tag_lost_countdown,-83.74,-0.62,,,,,,,,,,,,,,0.28
115.411,2489,1,ibvs_active,-85.36,-0.67,-38.6,1.0,-32.3,0.9,38.6,-1.617,-0.046,0.0,0,0,0,1,24.1,
115.461,2490,1,ibvs_active,-85.44,-0.66,-7.5,-2.6,-12.4,-1.9,7.9,-0.08,0.012,0.0,0,0,0,1,25.3,
115.504,2491,0,tag_lost_countdown,-85.44,-0.66,,,,,,,,,,,,,,0.0
115.549,2492,0,tag_lost_countdown,-85.44,-0.66,,,,,,,,,,,,,,0.04
115.588,2493,0,tag_lost_countdown,-85.44,-0.66,,,,,,,,,,,,,,0.09
115.634,2494,0,tag_lost_countdown,-85.44,-0.66,,,,,,,,,,,,,,0.13
115.677,2495,1,ibvs_active,-83.44,-0.35,74.5,-7.1,57.1,-6.1,74.8,2.0,0.303,0.0,0,0,0,1,32.0,
115.728,2496,1,ibvs_active,-81.44,0.01,74.1,-7.5,70.7,-7.2,74.4,2.0,0.361,0.0,0,0,0,1,34.2,
115.773,2497,1,ibvs_active,-79.44,0.36,72.7,-7.0,72.3,-7.0,73.0,2.0,0.352,0.0,0,0,0,1,33.9,
115.820,2498,0,tag_lost_countdown,-79.44,0.36,,,,,,,,,,,,,,0.0
115.865,2499,0,tag_lost_countdown,-79.44,0.36,,,,,,,,,,,,,,0.05
115.912,2500,0,tag_lost_countdown,-79.44,0.36,,,,,,,,,,,,,,0.09
115.959,2501,1,ibvs_active,-78.89,0.4,7.7,0.2,20.6,-1.3,7.7,0.551,0.034,0.0,0,0,0,1,34.3,
116.013,2502,1,ibvs_active,-78.88,0.4,7.7,0.2,10.3,-0.1,7.7,0.008,0.0,0.0,0,0,0,1,33.2,
116.056,2503,1,deadband,-78.88,0.4,7.7,0.1,8.2,0.1,7.7,0.0,0.0,0.0,1,0,0,0,32.3,
116.107,2504,1,deadband,-78.88,0.4,7.7,0.2,7.8,0.1,7.7,0.0,0.0,0.0,1,0,0,0,32.3,
116.151,2505,1,deadband,-78.88,0.4,7.7,0.1,7.7,0.1,7.7,0.0,0.0,0.0,1,0,0,0,32.4,
116.202,2506,1,deadband,-78.88,0.4,7.6,0.1,7.6,0.1,7.6,0.0,0.0,0.0,1,0,0,0,31.7,
116.249,2507,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.4,
116.299,2508,1,deadband,-78.88,0.4,7.6,0.1,7.6,0.1,7.6,0.0,0.0,0.0,1,0,0,0,33.1,
116.344,2509,1,deadband,-78.88,0.4,7.5,0.2,7.6,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.9,
116.397,2510,1,deadband,-78.88,0.4,7.6,0.1,7.6,0.1,7.6,0.0,0.0,0.0,1,0,0,0,31.6,
116.444,2511,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.6,
116.493,2512,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,33.1,
116.538,2513,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.5,
116.592,2514,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.1,
116.637,2515,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.2,
116.687,2516,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.2,
116.732,2517,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.2,
116.780,2518,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.2,
116.824,2519,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,31.7,
116.876,2520,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.4,
116.920,2521,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.7,
116.972,2522,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.2,
117.018,2523,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.6,
117.067,2524,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.5,
117.116,2525,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,32.3,
117.164,2526,1,deadband,-78.88,0.4,7.6,0.1,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.4,
117.210,2527,1,deadband,-78.88,0.4,7.5,0.2,7.5,0.2,7.5,0.0,0.0,0.0,1,0,0,0,33.5,
117.261,2528,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,33.4,
117.307,2529,1,deadband,-78.88,0.4,7.6,0.2,7.6,0.2,7.6,0.0,0.0,0.0,1,0,0,0,32.1,
117.358,2530,1,deadband,-78.88,0.4,8.1,0.6,8.0,0.5,8.1,0.0,0.0,0.0,1,0,0,0,33.0,
117.401,2531,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.0
117.448,2532,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.04
117.486,2533,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.09
117.535,2534,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.13
117.574,2535,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.18
117.621,2536,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.22
117.660,2537,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.26
117.705,2538,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.3
117.744,2539,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.35
117.791,2540,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.39
117.831,2541,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.43
117.874,2542,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.47
117.913,2543,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.52
117.956,2544,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.55
117.998,2545,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.6
118.040,2546,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.64
118.079,2547,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.68
118.124,2548,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.72
118.166,2549,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.77
118.211,2550,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.81
118.252,2551,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.85
118.300,2552,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.89
118.343,2553,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.94
118.390,2554,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,0.99
118.432,2555,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.03
118.480,2556,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.07
118.521,2557,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.12
118.565,2558,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.16
118.606,2559,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.21
118.650,2560,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.25
118.693,2561,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.29
118.736,2562,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.34
118.774,2563,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.38
118.822,2564,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.42
118.862,2565,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.46
118.906,2566,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.5
118.946,2567,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.55
118.993,2568,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.59
119.035,2569,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.64
119.081,2570,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.68
119.123,2571,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.72
119.170,2572,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.77
119.214,2573,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.81
119.262,2574,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.86
119.305,2575,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.9
119.354,2576,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,1.95
119.397,2577,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.0
119.445,2578,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.04
119.489,2579,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.09
119.538,2580,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.13
119.580,2581,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.18
119.628,2582,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.22
119.671,2583,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.27
119.718,2584,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.31
119.760,2585,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.36
119.807,2586,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.4
119.851,2587,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.45
119.899,2588,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.49
119.942,2589,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.54
119.988,2590,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.58
120.031,2591,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.63
120.075,2592,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.67
120.112,2593,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.72
120.157,2594,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.75
120.195,2595,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.8
120.239,2596,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.84
120.281,2597,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.88
120.327,2598,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.92
120.367,2599,0,tag_lost_countdown,-78.88,0.4,,,,,,,,,,,,,,2.97
120.420,2600,1,ibvs_active,-76.88,0.66,221.8,-6.7,179.0,-5.3,221.9,2.0,0.264,0.0,0,0,0,1,36.6,
120.467,2601,1,ibvs_active,-74.88,1.02,222.0,-7.6,213.4,-7.1,222.1,2.0,0.357,0.0,0,0,0,1,35.8,
120.520,2602,1,ibvs_active,-72.88,1.37,221.5,-7.2,219.9,-7.2,221.6,2.0,0.358,0.0,0,0,0,1,36.1,
120.565,2603,0,tag_lost_countdown,-72.88,1.37,,,,,,,,,,,,,,0.0
120.616,2604,1,ibvs_active,-70.88,1.34,167.5,2.7,177.9,0.7,167.5,2.0,-0.034,0.0,0,0,0,1,36.5,
120.659,2605,1,ibvs_active,-68.88,1.2,147.3,3.2,153.4,2.7,147.3,2.0,-0.136,0.0,0,0,0,1,20.5,
120.709,2606,1,ibvs_active,-66.88,1.04,146.7,3.4,148.1,3.2,146.8,2.0,-0.161,0.0,0,0,0,1,37.1,
120.755,2607,1,ibvs_active,-64.88,0.83,127.2,4.4,131.4,4.2,127.3,2.0,-0.21,0.0,0,0,0,1,35.5,
120.804,2608,0,tag_lost_countdown,-64.88,0.83,,,,,,,,,,,,,,0.0
120.851,2609,1,ibvs_active,-62.88,0.51,84.3,7.0,93.7,6.5,84.6,2.0,-0.323,0.0,0,0,0,1,36.1,
120.899,2610,0,tag_lost_countdown,-62.88,0.51,,,,,,,,,,,,,,0.0
120.937,2611,0,tag_lost_countdown,-62.88,0.51,,,,,,,,,,,,,,0.05
120.986,2612,0,tag_lost_countdown,-62.88,0.51,,,,,,,,,,,,,,0.09
121.028,2613,0,tag_lost_countdown,-62.88,0.51,,,,,,,,,,,,,,0.14
121.076,2614,0,tag_lost_countdown,-62.88,0.51,,,,,,,,,,,,,,0.18
121.121,2615,1,ibvs_active,-60.88,0.19,32.9,6.3,45.1,6.4,33.5,2.0,-0.318,0.0,0,0,0,1,34.2,
121.173,2616,1,ibvs_active,-59.11,-0.11,32.9,6.1,35.4,6.1,33.5,1.768,-0.306,0.0,0,0,0,1,33.1,
121.218,2617,1,ibvs_active,-57.44,-0.41,32.9,6.0,33.4,6.0,33.4,1.669,-0.3,0.0,0,0,0,1,33.8,
121.267,2618,0,tag_lost_countdown,-57.44,-0.41,,,,,,,,,,,,,,0.0
121.308,2619,0,tag_lost_countdown,-57.44,-0.41,,,,,,,,,,,,,,0.05
121.352,2620,0,tag_lost_countdown,-57.44,-0.41,,,,,,,,,,,,,,0.09
121.396,2621,0,tag_lost_countdown,-57.44,-0.41,,,,,,,,,,,,,,0.13
121.449,2622,1,ibvs_active,-57.55,-0.39,-24.6,-4.9,-13.0,-2.7,25.1,-0.106,0.022,0.0,0,0,0,1,32.5,
121.497,2623,1,ibvs_active,-58.25,-0.25,-24.6,-4.8,-22.2,-4.4,25.0,-0.704,0.139,0.0,0,0,0,1,32.9,
121.549,2624,1,ibvs_active,-59.14,-0.08,-24.6,-4.8,-24.1,-4.7,25.1,-0.882,0.172,0.0,0,0,0,1,32.4,
121.596,2625,1,ibvs_active,-60.05,0.09,-24.6,-4.7,-24.5,-4.7,25.1,-0.918,0.176,0.0,0,0,0,1,32.2,
121.648,2626,1,ibvs_active,-60.96,0.27,-24.4,-4.8,-24.4,-4.8,24.9,-0.911,0.179,0.0,0,0,0,1,32.8,
121.690,2627,0,tag_lost_countdown,-60.96,0.27,,,,,,,,,,,,,,0.0
121.737,2628,0,tag_lost_countdown,-60.96,0.27,,,,,,,,,,,,,,0.04
121.777,2629,0,tag_lost_countdown,-60.96,0.27,,,,,,,,,,,,,,0.09
121.827,2630,1,deadband,-60.96,0.27,13.0,-0.4,5.5,-1.3,13.0,0.0,0.0,0.0,1,0,0,0,31.9,
121.873,2631,1,ibvs_active,-60.92,0.27,13.0,-0.4,11.5,-0.5,13.0,0.044,0.002,0.0,0,0,0,1,32.9,
121.925,2632,1,ibvs_active,-60.83,0.28,13.0,-0.4,12.7,-0.4,13.0,0.086,0.003,0.0,0,0,0,1,32.7,
121.972,2633,1,ibvs_active,-60.74,0.28,13.0,-0.4,13.0,-0.4,13.0,0.096,0.003,0.0,0,0,0,1,32.9,
122.021,2634,1,ibvs_active,-60.64,0.28,13.0,-0.4,13.0,-0.4,13.0,0.097,0.003,0.0,0,0,0,1,33.6,
122.068,2635,1,ibvs_active,-60.54,0.29,13.0,-0.5,13.0,-0.5,13.0,0.098,0.004,0.0,0,0,0,1,32.6,
122.119,2636,1,ibvs_active,-60.44,0.29,13.0,-0.5,13.0,-0.5,13.0,0.099,0.004,0.0,0,0,0,1,33.1,
122.164,2637,1,ibvs_active,-60.35,0.29,13.0,-0.4,13.0,-0.4,13.0,0.098,0.003,0.0,0,0,0,1,32.5,
122.217,2638,1,ibvs_active,-60.25,0.3,13.0,-0.4,13.0,-0.4,13.1,0.099,0.003,0.0,0,0,0,1,32.8,
122.267,2639,1,ibvs_active,-60.15,0.3,13.0,-0.5,13.0,-0.5,13.0,0.098,0.003,0.0,0,0,0,1,33.9,
122.320,2640,1,ibvs_active,-60.05,0.3,13.0,-0.5,13.0,-0.5,13.0,0.099,0.004,0.0,0,0,0,1,32.3,
122.368,2641,1,ibvs_active,-59.95,0.31,13.0,-0.5,13.0,-0.5,13.0,0.097,0.004,0.0,0,0,0,1,33.0,
122.419,2642,1,ibvs_active,-59.92,0.31,10.7,-0.5,11.1,-0.5,10.7,0.032,0.001,0.0,0,0,0,1,32.8,
122.468,2643,1,ibvs_active,-59.9,0.31,10.5,-0.4,10.6,-0.4,10.5,0.017,0.001,0.0,0,0,0,1,33.0,
122.520,2644,1,ibvs_active,-59.89,0.31,10.5,-0.5,10.5,-0.5,10.5,0.014,0.001,0.0,0,0,0,1,32.3,
122.568,2645,1,ibvs_active,-59.88,0.31,10.5,-0.4,10.5,-0.4,10.5,0.013,0.001,0.0,0,0,0,1,33.2,
122.620,2646,1,ibvs_active,-59.86,0.31,10.5,-0.5,10.5,-0.5,10.5,0.013,0.001,0.0,0,0,0,1,31.1,
122.667,2647,1,ibvs_active,-59.85,0.31,10.5,-0.5,10.5,-0.5,10.5,0.013,0.001,0.0,0,0,0,1,33.1,
122.721,2648,1,ibvs_active,-59.84,0.31,10.6,-0.4,10.5,-0.4,10.6,0.015,0.001,0.0,0,0,0,1,31.9,
122.770,2649,1,ibvs_active,-59.81,0.31,11.0,-0.1,10.9,-0.1,11.0,0.024,0.0,0.0,0,0,0,1,31.9,
122.818,2650,0,tag_lost_countdown,-59.81,0.31,,,,,,,,,,,,,,0.0
122.861,2651,1,ibvs_active,-59.41,0.26,20.4,3.4,18.5,2.7,20.7,0.402,-0.058,0.0,0,0,0,1,30.4,
122.905,2652,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.0
122.945,2653,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.04
122.992,2654,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.08
123.033,2655,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.13
123.080,2656,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.17
123.121,2657,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.22
123.165,2658,0,tag_lost_countdown,-59.41,0.26,,,,,,,,,,,,,,0.26
123.209,2659,1,ibvs_active,-57.41,0.22,172.1,0.3,141.3,0.8,172.1,2.0,-0.039,0.0,0,0,0,1,25.4,
123.259,2660,1,ibvs_active,-55.41,0.5,175.2,-7.3,168.5,-5.7,175.4,2.0,0.285,0.0,0,0,0,1,35.0,
123.304,2661,0,tag_lost_countdown,-55.41,0.5,,,,,,,,,,,,,,0.0
123.354,2662,0,tag_lost_countdown,-55.41,0.5,,,,,,,,,,,,,,0.04
123.397,2663,1,ibvs_active,-53.41,0.64,114.9,-2.0,125.6,-2.7,114.9,2.0,0.136,0.0,0,0,0,1,20.9,
123.448,2664,1,ibvs_active,-51.41,0.75,110.8,-2.2,113.7,-2.3,110.8,2.0,0.114,0.0,0,0,0,1,37.3,
123.495,2665,1,ibvs_active,-49.41,0.85,110.6,-1.9,111.2,-2.0,110.6,2.0,0.098,0.0,0,0,0,1,35.3,
123.544,2666,1,ibvs_active,-47.41,0.89,94.9,-0.7,98.2,-0.9,94.9,2.0,0.046,0.0,0,0,0,1,24.4,
123.589,2667,1,ibvs_active,-45.41,0.82,74.6,2.2,79.3,1.6,74.6,2.0,-0.078,0.0,0,0,0,1,29.0,
123.637,2668,0,tag_lost_countdown,-45.41,0.82,,,,,,,,,,,,,,0.0
123.684,2669,1,ibvs_active,-43.41,0.66,31.3,3.4,40.9,3.0,31.4,2.0,-0.152,0.0,0,0,0,1,32.3,
123.735,2670,1,ibvs_active,-42.93,0.56,14.1,4.5,19.4,4.2,14.8,0.479,-0.104,0.0,0,0,0,1,23.0,
123.781,2671,1,ibvs_active,-42.72,0.51,14.1,3.7,15.1,3.8,14.6,0.212,-0.054,0.0,0,0,0,1,32.1,
123.831,2672,0,tag_lost_countdown,-42.72,0.51,,,,,,,,,,,,,,0.0
123.877,2673,1,ibvs_active,-42.79,0.49,-18.6,3.5,-11.8,3.6,18.9,-0.07,-0.021,0.0,0,0,0,1,32.4,
123.931,2674,1,ibvs_active,-43.13,0.41,-18.8,4.0,-17.4,3.9,19.2,-0.34,-0.076,0.0,0,0,0,1,32.2,
123.977,2675,1,ibvs_active,-43.55,0.33,-19.0,3.6,-18.7,3.7,19.3,-0.42,-0.083,0.0,0,0,0,1,31.2,
124.029,2676,1,ibvs_active,-43.98,0.24,-18.9,3.9,-18.8,3.8,19.2,-0.432,-0.088,0.0,0,0,0,1,31.9,
124.077,2677,1,ibvs_active,-44.42,0.15,-18.9,3.7,-18.9,3.7,19.3,-0.437,-0.087,0.0,0,0,0,1,32.6,
124.128,2678,1,ibvs_active,-44.85,0.06,-18.8,3.8,-18.8,3.8,19.2,-0.433,-0.088,0.0,0,0,0,1,30.9,
124.174,2679,1,ibvs_active,-45.25,-0.0,-18.2,2.9,-18.3,3.1,18.5,-0.394,-0.066,0.0,0,0,0,1,30.5,
124.222,2680,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.0
124.264,2681,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.05
124.313,2682,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.09
124.353,2683,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.14
124.398,2684,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.18
124.438,2685,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.22
124.485,2686,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.26
124.524,2687,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.31
124.568,2688,0,tag_lost_countdown,-45.25,-0.0,,,,,,,,,,,,,,0.35
124.614,2689,1,ibvs_active,-43.25,-0.16,90.9,3.1,69.1,3.1,91.0,2.0,-0.154,0.0,0,0,0,1,29.7,
124.664,2690,1,ibvs_active,-41.25,-0.4,90.8,5.4,86.5,4.9,91.0,2.0,-0.247,0.0,0,0,0,1,32.1,
124.709,2691,1,ibvs_active,-39.25,-0.66,90.4,5.3,89.6,5.2,90.6,2.0,-0.26,0.0,0,0,0,1,31.4,
124.760,2692,1,ibvs_active,-37.25,-0.93,84.8,5.3,85.7,5.3,84.9,2.0,-0.263,0.0,0,0,0,1,32.8,
124.802,2693,1,ibvs_active,-35.25,-0.94,60.7,-1.0,65.7,0.3,60.7,2.0,-0.013,0.0,0,0,0,1,20.1,
124.850,2694,0,tag_lost_countdown,-35.25,-0.94,,,,,,,,,,,,,,0.0
124.891,2695,0,tag_lost_countdown,-35.25,-0.94,,,,,,,,,,,,,,0.05
124.941,2696,1,ibvs_active,-34.83,-0.94,7.2,0.3,18.9,0.3,7.2,0.418,-0.006,0.0,0,0,0,1,33.0,
124.984,2697,1,deadband,-34.83,-0.94,7.1,0.3,9.5,0.3,7.1,0.0,0.0,0.0,1,0,0,0,31.6,
125.035,2698,1,deadband,-34.83,-0.94,6.8,0.0,7.3,0.1,6.8,0.0,0.0,0.0,1,0,0,0,32.0,
125.081,2699,1,deadband,-34.83,-0.94,6.9,0.2,7.0,0.2,6.9,0.0,0.0,0.0,1,0,0,0,32.2,
125.132,2700,1,deadband,-34.83,-0.94,6.8,0.1,6.9,0.1,6.8,0.0,0.0,0.0,1,0,0,0,31.8,
125.186,2701,1,deadband,-34.83,-0.94,6.9,0.2,6.9,0.1,6.9,0.0,0.0,0.0,1,0,0,0,31.6,
125.236,2702,1,deadband,-34.83,-0.94,6.9,0.1,6.9,0.1,6.9,0.0,0.0,0.0,1,0,0,0,30.9,
125.283,2703,1,deadband,-34.83,-0.94,6.8,0.1,6.8,0.1,6.8,0.0,0.0,0.0,1,0,0,0,32.7,
125.337,2704,1,deadband,-34.83,-0.94,6.9,0.2,6.9,0.1,6.9,0.0,0.0,0.0,1,0,0,0,31.1,
125.382,2705,1,deadband,-34.83,-0.94,6.8,0.1,6.8,0.1,6.8,0.0,0.0,0.0,1,0,0,0,31.6,
125.433,2706,1,deadband,-34.83,-0.94,6.8,0.1,6.8,0.1,6.8,0.0,0.0,0.0,1,0,0,0,31.0,
125.478,2707,1,deadband,-34.83,-0.94,6.8,0.1,6.8,0.1,6.8,0.0,0.0,0.0,1,0,0,0,31.6,
125.529,2708,1,deadband,-34.83,-0.94,6.8,0.1,6.8,0.1,6.8,0.0,0.0,0.0,1,0,0,0,31.0,
125.581,2709,1,deadband,-34.83,-0.94,6.8,-1.3,6.8,-1.0,7.0,0.0,0.0,0.0,1,0,0,0,24.2,
125.628,2710,1,deadband,-34.83,-0.94,8.7,3.0,8.3,2.2,9.2,0.0,0.0,0.0,1,0,0,0,22.0,
